SiteNumber,Type,LocationID,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,ARPLatitudeS,Latitude,ARPLongitudeS,Longitude,Elevation,ChartName,ActiviationDate,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights
24341.04*A,AIRPORT,XA92,ASW,TEX,TX,TEXAS,MENARD,TX,MENARD,HERD RANCH,PR,PR,111132,30.87,360370,-100.1027778,2185,SAN ANTONIO,5/1/2006,,,,
24341.03*A,AIRPORT,TE15,ASW,TEX,TX,TEXAS,MENARD,TX,MENARD,M & M LAND COMPANY,PR,PR,111207.629,30.89100806,358677.237,-99.63256583,1800,SAN ANTONIO,9/1/1987,,,,
24340.*A,AIRPORT,T50,ASW,TEX,TX,TEXAS,MENARD,TX,MENARD,MENARD COUNTY,PU,PU,111356.9,30.93247222,359313.22,-99.80922778,1930,SAN ANTONIO,11/1/1959,N,N,N,N
24341.01*A,AIRPORT,XS15,ASW,TEX,TX,TEXAS,MENARD,TX,MENARD,WOMACK RANCH,PR,PR,110775.64,30.77101111,359641.262,-99.90035056,2200,SAN ANTONIO,8/1/1959,,,,
24344.*U,ULTRALIGHT,0TS8,ASW,TEX,TX,TEXAS,HIDALGO,TX,MERCEDES,FLYING 'K' RANCH,PR,PR,94141.272,26.15035333,352380.995,-97.88360972,81,BROWNSVILLE,7/1/1984,,,,
24344.1*A,AIRPORT,5XS6,ASW,TEX,TX,TEXAS,HIDALGO,TX,MERCEDES,OLD REB,PR,PR,94231.27,26.17535278,352350.994,-97.87527611,60,BROWNSVILLE,4/1/1947,N,N,N,N
24343.06*A,AIRPORT,4TE6,ASW,TEX,TX,TEXAS,ANDERSON,TX,MERIDIAN,FRANCIS RANCH,PR,PR,114619.74,31.83881667,352062.59,-97.79516389,960,SAN ANTONIO,8/1/2014,,,,
24344.5*A,AIRPORT,31XS,ASW,TEX,TX,TEXAS,HUNT,TX,MERIT,FLY-N-SKI,PR,PR,119461.41,33.183725,346572.92,-96.27025556,638,DALLAS-FT WORTH,6/1/1997,,,,
24344.9*A,AIRPORT,03XS,ASW,TEX,TX,TEXAS,IRION,TX,MERTZON,CREEKSIDE,PR,PR,112745,31.31805556,362715,-100.7541667,2100,SAN ANTONIO,5/1/2003,,,,
24346.6*H,HELIPORT,7TX3,ASW,TEX,TX,TEXAS,DALLAS,TX,MESQUITE,BIG TOWN,PR,PR,118050.459,32.79179417,347628.967,-96.56360194,550,DALLAS-FT WORTH,8/1/1976,,,,
24346.41*H,HELIPORT,TA94,ASW,TEX,TX,TEXAS,DALLAS,TX,MESQUITE,CREECH,PR,PR,117760.47,32.71124167,347606.965,-96.55749028,420,DALLAS-FT WORTH,9/1/1980,,,,
24346.43*H,HELIPORT,TS64,ASW,TEX,TX,TEXAS,DALLAS,TX,MESQUITE,KIMI,PR,PR,117750.47,32.70846389,347616.966,-96.56026833,440,DALLAS-FT WORTH,3/1/1984,,,,
24346.5*A,AIRPORT,HQZ,ASW,TEX,TX,TEXAS,DALLAS,TX,MESQUITE,MESQUITE METRO,PU,PU,117889.066,32.74696278,347509.502,-96.53041722,446,DALLAS-FT WORTH,8/1/1976,N,N,,Y
24346.42*H,HELIPORT,2TA2,ASW,TEX,TX,TEXAS,DALLAS,TX,MESQUITE,THE MEDICAL CENTER OF MESQUITE,PR,PR,118006,32.77944444,347764,-96.60111111,506,DALLAS-FT WORTH,7/1/1980,,,,
24347.01*A,AIRPORT,LXY,ASW,TEX,TX,TEXAS,LIMESTONE,TX,MEXIA,MEXIA-LIMESTONE CO,PU,PU,113908.242,31.64117833,347452.054,-96.51445944,544,HOUSTON,8/1/1976,,,,Y
